url_a,domain_a,url_b,domain_b,similarity_score,similarity_method,similarity_band,risk,recommended_owner,recommended_action
"https://www.alefotografo.com.br/fotografo-corporativo","alefotografo.com.br","https://alefotografos.com.br/fotos-corporativas","alefotografos.com.br","58% (cos=0.569 jac=0.583)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/servicos","alefotografo.com.br","https://alefotografos.com.br/fotos-corporativas","alefotografos.com.br","57% (cos=0.574 jac=0.505)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-corporativo","alefotografo.com.br","https://alefotografos.com.br/sobre","alefotografos.com.br","57% (cos=0.457 jac=0.57)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/portfolio","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo","alefotografos.com.br","57% (cos=0.575 jac=0.524)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/blog","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","57% (cos=0.143 jac=0.567)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.186 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/servicos","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.376 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-corporativo","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.393 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotos-corporativas","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.271 jac=0.562)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/foto-profissional","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.196 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/foto-profissional-para-linkedin","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.196 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografia-para-clinicas","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.213 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografia-executiva","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.211 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotos-profissionais-medicos","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.202 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografia-para-advogados","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.231 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/eventos-corporativos","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.205 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-empresarial","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.226 jac=0.562)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-de-feira-de-negocios","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.192 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/portfolio","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.265 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/videos","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.16 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/video-institucional","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.207 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/video-de-eventos-corporativos","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.187 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/video-para-feiras-e-stands","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.204 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/sobre","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.265 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/quem-e-o-ale","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.255 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/depoimentos","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.192 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/faq","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.229 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.4 jac=0.562)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","alefotografo.com.br","https://alefotografos.com.br/blog","alefotografos.com.br","56% (cos=0.314 jac=0.556)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.172 jac=0.541)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/servicos","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.357 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-corporativo","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.359 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotos-corporativas","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.258 jac=0.541)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/foto-profissional","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.196 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/foto-profissional-para-linkedin","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.206 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografia-para-clinicas","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.215 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografia-executiva","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.216 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotos-profissionais-medicos","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.205 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografia-para-advogados","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.216 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/eventos-corporativos","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.201 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-empresarial","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.226 jac=0.541)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-de-feira-de-negocios","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.185 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/portfolio","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.251 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/videos","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.156 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/video-institucional","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.231 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/video-de-eventos-corporativos","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.184 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/video-para-feiras-e-stands","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.207 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/blog","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.091 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/sobre","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.248 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/quem-e-o-ale","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.243 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/depoimentos","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.164 jac=0.541)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/faq","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.235 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","alefotografo.com.br","https://alefotografos.com.br/contato","alefotografos.com.br","54% (cos=0.293 jac=0.535)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/retratos-de-medicas","alefotografos.com.br","53% (cos=0.526 jac=0.406)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/retratos-de-medicos","alefotografos.com.br","51% (cos=0.514 jac=0.399)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/foto-profissional","alefotografo.com.br","https://alefotografos.com.br/faq","alefotografos.com.br","50% (cos=0.327 jac=0.496)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/portfolio","alefotografo.com.br","https://alefotografos.com.br/fotos-corporativas","alefotografos.com.br","50% (cos=0.497 jac=0.283)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotos-corporativas","alefotografos.com.br","50% (cos=0.318 jac=0.495)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/ensaio-feminino","alefotografos.com.br","50% (cos=0.505 jac=0.399)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/retrato-corporativo","alefotografos.com.br","50% (cos=0.501 jac=0.392)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/fotos-para-clinicas-medicas","alefotografos.com.br","50% (cos=0.502 jac=0.406)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/servicos","alefotografo.com.br","https://alefotografos.com.br/sobre","alefotografos.com.br","49% (cos=0.455 jac=0.488)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografia-para-advogados","alefotografo.com.br","https://alefotografos.com.br/fotografia-executiva","alefotografos.com.br","49% (cos=0.491 jac=0.324)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/quem-e-o-ale","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo","alefotografos.com.br","49% (cos=0.262 jac=0.489)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/foto-profissional","alefotografos.com.br","49% (cos=0.254 jac=0.486)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografia-executiva","alefotografos.com.br","49% (cos=0.282 jac=0.486)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotos-profissionais-medicos","alefotografos.com.br","49% (cos=0.25 jac=0.486)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografia-para-advogados","alefotografos.com.br","49% (cos=0.278 jac=0.486)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/videos","alefotografos.com.br","49% (cos=0.272 jac=0.49)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/faq","alefotografos.com.br","49% (cos=0.399 jac=0.486)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografo-corporativo","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/ensaio-feminino","alefotografos.com.br","48% (cos=0.482 jac=0.43)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/videos","alefotografo.com.br","https://fotografoale.com.br/videos-corporativos","fotografoale.com.br","48% (cos=0.477 jac=0.198)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/","alefotografos.com.br","48% (cos=0.209 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo","alefotografos.com.br","48% (cos=0.371 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/foto-profissional-para-linkedin","alefotografos.com.br","48% (cos=0.253 jac=0.476)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografia-para-clinicas","alefotografos.com.br","48% (cos=0.239 jac=0.476)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/eventos-corporativos","alefotografos.com.br","48% (cos=0.24 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografo-empresarial","alefotografos.com.br","48% (cos=0.265 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografo-de-feira-de-negocios","alefotografos.com.br","48% (cos=0.236 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/sobre","alefotografos.com.br","48% (cos=0.298 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/quem-e-o-ale","alefotografos.com.br","48% (cos=0.336 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/depoimentos","alefotografos.com.br","48% (cos=0.162 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","alefotografos.com.br","48% (cos=0.339 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/ensaio-feminino","alefotografos.com.br","48% (cos=0.362 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/retrato-corporativo","alefotografos.com.br","48% (cos=0.375 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/retratos-de-medicos","alefotografos.com.br","48% (cos=0.355 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/retratos-de-medicas","alefotografos.com.br","48% (cos=0.359 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/contato","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/fotos-para-clinicas-medicas","alefotografos.com.br","48% (cos=0.344 jac=0.481)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/servicos","alefotografo.com.br","https://alefotografos.com.br/fotografo-corporativo/ensaio-feminino","alefotografos.com.br","47% (cos=0.468 jac=0.37)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
"https://www.alefotografo.com.br/fotografia-executiva","alefotografo.com.br","https://alefotografos.com.br/fotografia-para-advogados","alefotografos.com.br","47% (cos=0.472 jac=0.34)","tfidf-cosine+shingle-jaccard","MEDIA","MEDIUM","","MANUAL REVIEW"
