domain,url,path,http_status,redirect_target,canonical,title,meta_description,h1,robots_meta,content_type,word_count_aprox,page_type,primary_topic,primary_intent,indexable,in_sitemap,internal_links_in_aprox,internal_links_out_aprox,last_modified_if_available,notes
"alefotografo.com.br","https://www.alefotografo.com.br/blog","/blog","200","","https://www.alefotografo.com.br/blog","Blog de Fotografia Corporativa em São Paulo Alê Fotógrafo","Artigos sobre fotografia profissional, retratos corporativos, LinkedIn, vídeo e dicas para fortalecer sua imagem profissional.","Insights sobre fotografia e imagem profissional","","text/html; charset=utf-8","3410","blog","","editorial","yes","yes","","284","","schema:,LocalBusiness,ProfessionalService,Blog,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/sobre","/sobre","200","","https://www.alefotografo.com.br/sobre","Alexandre Machado — fotógrafo de retrato corporativo","Sou Alexandre Machado, fotógrafo e diretor de imagem em São Paulo, com mais de 30 anos de experiência. Dirijo projetos de retrato e fotografia corporativa…","Sou Alexandre Machado e dirijo projetos de fotografia corporativa","","text/html; charset=utf-8","625","about","","institucional","yes","yes","","116","","schema:,LocalBusiness,ProfessionalService,AboutPage,Person,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/quem-e-o-ale","/quem-e-o-ale","200","","https://www.alefotografo.com.br/quem-e-o-ale","Quem é o Alê — o fotógrafo que dirige o seu retrato","Alexandre Machado, o Alê Fotógrafo: 30 anos fotografando pessoas em São Paulo. Direção de pose, atendimento direto e retratos que não parecem foto de crachá.","Alexandre Machado — o fotógrafo por trás do Alê Fotógrafo","","text/html; charset=utf-8","691","about","","institucional","yes","yes","","93","","schema:,LocalBusiness,ProfessionalService,ProfilePage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/depoimentos","/depoimentos","200","","https://www.alefotografo.com.br/depoimentos","Depoimentos de Clientes de Fotos Corporativas","Depoimentos reais de empresas e executivos que contrataram Alê Fotógrafo para fotos corporativas, retratos e vídeo institucional em São Paulo.","O que dizem nossos clientes","","text/html; charset=utf-8","738","other","","prova-social","yes","yes","","95","","schema:,LocalBusiness,ProfessionalService,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/faq","/faq","200","","https://www.alefotografo.com.br/faq","Dúvidas sobre Retrato Profissional em São Paulo","Preço, duração, direção de pose, roupa, prazo de entrega e direitos de uso do retrato profissional em São Paulo — respondido por Alexandre Machado.","Perguntas frequentes sobre retrato profissional","","text/html; charset=utf-8","900","other","","duvidas","yes","yes","","84","","schema:,LocalBusiness,ProfessionalService,FAQPage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/contato","/contato","200","","https://www.alefotografo.com.br/contato","Contato e Orçamento de Fotos Corporativas em SP","Peça orçamento de fotos corporativas, retratos profissionais e vídeo institucional em São Paulo. Estúdio no Jardim Paulista e atendimento na sua empresa.","Vamos conversar sobre seu projeto","","text/html; charset=utf-8","333","contact","","contato","yes","yes","","85","","schema:,LocalBusiness,ProfessionalService,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","200","","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","Fotografia para Escritórios de Advocacia em São Paulo","Fotos para escritórios de advocacia em São Paulo: retratos de sócios, equipe e ambientes com sobriedade e autoridade para site, LinkedIn e imprensa.","Fotografia para escritórios de advocacia","","text/html; charset=utf-8","522","service","","servico","yes","yes","","113","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/ensaio-feminino","/fotografo-corporativo/ensaio-feminino","200","","https://www.alefotografo.com.br/fotografo-corporativo/ensaio-feminino","Ensaio Fotográfico Feminino Corporativo em São Paulo","Ensaio feminino corporativo em São Paulo: retratos com presença e naturalidade para LinkedIn, site e imprensa. Direção de pose do começo ao fim.","Ensaio Fotográfico Feminino","","text/html; charset=utf-8","804","service","","servico","yes","yes","","116","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,FAQPage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/retrato-corporativo","/fotografo-corporativo/retrato-corporativo","200","","https://www.alefotografo.com.br/fotografo-corporativo/retrato-corporativo","Retrato Corporativo em SP Orçamento em 1 Dia Útil","Retrato corporativo em São Paulo e Grande SP: direção de pose, luz e edição para LinkedIn e site. 30 anos de experiência, nota 4,9 (144 avaliações) e…","Retrato Corporativo","","text/html; charset=utf-8","1073","service","","servico","yes","yes","","122","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,FAQPage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/retratos-de-medicos","/fotografo-corporativo/retratos-de-medicos","200","","https://www.alefotografo.com.br/fotografo-corporativo/retratos-de-medicos","Retratos de Médicos em São Paulo Fotógrafo Médico","Sessão de retratos para médicos em São Paulo, no consultório ou em estúdio. Direção de imagem, tratamento profissional e entrega rápida dos arquivos.","Retratos de Médicos","","text/html; charset=utf-8","775","service","","servico","yes","yes","","118","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,FAQPage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/retratos-de-medicas","/fotografo-corporativo/retratos-de-medicas","200","","https://www.alefotografo.com.br/fotografo-corporativo/retratos-de-medicas","Retratos de Médicas em São Paulo Fotografia Profissional","Retratos profissionais para médicas em São Paulo com direção de pose e luz. Fotos elegantes para consultório, redes sociais, LinkedIn e imprensa.","Retratos de Médicas","","text/html; charset=utf-8","819","service","","servico","yes","yes","","116","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,FAQPage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/fotos-para-clinicas-medicas","/fotografo-corporativo/fotos-para-clinicas-medicas","200","","https://www.alefotografo.com.br/fotografo-corporativo/fotos-para-clinicas-medicas","Fotos para Clínicas Médicas em SP Orçamento em 1 Dia Útil","Fotógrafo de clínicas em São Paulo: fotos de ambientes, recepção, equipe e procedimentos com padrão de credibilidade. Nota 4,9 (144 avaliações) e orçamento em…","Fotos para Clínicas Médicas","","text/html; charset=utf-8","516","service","","servico","yes","yes","","114","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-corporativa-em-sao-paulo","/fotografo-corporativo/fotografia-corporativa-em-sao-paulo","200","","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-corporativa-em-sao-paulo","Fotografia Corporativa em SP Orçamento em 1 Dia Útil","Fotografia corporativa em São Paulo: retratos de equipe, ambientes e operação na sua empresa. 30 anos de experiência, nota 4,9 (144 avaliações) e prévia das…","Fotografia Corporativa","","text/html; charset=utf-8","1254","service","","servico","yes","yes","","120","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,FAQPage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-eventos-corporativos","/fotografo-corporativo/fotografo-de-eventos-corporativos","200","","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-eventos-corporativos","Fotógrafo de Eventos Corporativos em São Paulo","Fotógrafo de eventos corporativos em São Paulo com registro estratégico de palco, plateia, networking e patrocinadores. Prévia rápida para redes sociais.","Fotógrafo de Eventos Corporativos","","text/html; charset=utf-8","686","service","","servico","yes","yes","","113","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,FAQPage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-feiras-stands","/fotografo-corporativo/fotografo-feiras-stands","200","","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-feiras-stands","Fotógrafo de Feiras e Stands em São Paulo Alê Fotógrafo","Fotógrafo de feiras e stands em São Paulo: cobertura de expositores, produtos, palestras e visitantes no São Paulo Expo, Expo Center Norte e Anhembi. Prévia…","Fotógrafo de Feiras de Negócios","","text/html; charset=utf-8","518","service","","servico","yes","yes","","112","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/totem-fotografico-totem-mania","/fotografo-corporativo/totem-fotografico-totem-mania","200","","https://www.alefotografo.com.br/fotografo-corporativo/totem-fotografico-totem-mania","Totem Fotográfico para Eventos e Feiras em São Paulo","Totem fotográfico para eventos corporativos e feiras em São Paulo: impressão na hora, moldura com sua marca e captura de contatos no estande.","Totem Fotográfico","","text/html; charset=utf-8","520","service","","servico","yes","yes","","115","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/foto-impressa-na-hora","/fotografo-corporativo/foto-impressa-na-hora","200","","https://www.alefotografo.com.br/fotografo-corporativo/foto-impressa-na-hora","Foto Lembrança Impressa na Hora em SP Alê Fotógrafo","Foto lembrança impressa na hora em eventos corporativos em São Paulo: moldura com a sua marca, entrega em segundos e orçamento em até 1 dia útil.","Foto Lembrança Impressa na Hora","","text/html; charset=utf-8","517","service","","servico","yes","yes","","114","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-de-logistica","/fotografo-corporativo/fotografia-de-logistica","200","","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-de-logistica","Fotografia de Logística em SP Armazém e Frota","Fotografia de logística em São Paulo: centro de distribuição, armazém, expedição, frota e equipes em operação. Imagens prontas para site, propostas e…","Fotografia de Logística","","text/html; charset=utf-8","1125","service","","servico","yes","yes","","129","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,FAQPage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/ensaio-fotografico-para-dentistas","/fotografo-corporativo/ensaio-fotografico-para-dentistas","200","","https://www.alefotografo.com.br/fotografo-corporativo/ensaio-fotografico-para-dentistas","Ensaio Fotográfico para Dentistas em SP Consultório","Ensaio fotográfico para dentistas em São Paulo, no seu consultório: retratos, equipe, ambientes e procedimentos. Fotos que passam confiança ao paciente, com…","Ensaio fotográfico para Dentistas","","text/html; charset=utf-8","810","service","","servico","yes","yes","","114","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,FAQPage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-arquitetura-e-interiores","/fotografo-corporativo/fotografo-de-arquitetura-e-interiores","200","","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-arquitetura-e-interiores","Fotografia de Arquitetura e Interiores em São Paulo","Fotografia de arquitetura e interiores em São Paulo: projetos residenciais, corporativos e comerciais com linhas corrigidas e luz natural valorizada.","Fotografia de Arquitetura","","text/html; charset=utf-8","547","service","","servico","yes","yes","","112","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/banco-de-imagens-para-empresas","/fotografo-corporativo/banco-de-imagens-para-empresas","200","","https://www.alefotografo.com.br/fotografo-corporativo/banco-de-imagens-para-empresas","Banco de Imagens para Empresas São Paulo Alê Fotógrafo","Monte o banco de imagens da sua empresa em São Paulo: pessoas, ambientes e processos reais, com direito de uso e acervo organizado por tema. Orçamento em até…","Banco de Imagens Empresarial","","text/html; charset=utf-8","673","service","","servico","yes","yes","","115","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-institucional-em-saopaulo","/fotografo-corporativo/fotografia-institucional-em-saopaulo","200","","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-institucional-em-saopaulo","Fotografia Institucional em SP Empresas e Liderança","Fotografia institucional em São Paulo: retratos de liderança, ambientes e processos para relatórios, sites e comunicação corporativa. Prévia no mesmo dia pelo…","Fotografia Institucional","","text/html; charset=utf-8","1067","service","","servico","yes","yes","","119","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,FAQPage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/ensaio-fotografico-para-redes-sociais","/fotografo-corporativo/ensaio-fotografico-para-redes-sociais","200","","https://www.alefotografo.com.br/fotografo-corporativo/ensaio-fotografico-para-redes-sociais","Ensaio para Redes Sociais em São Paulo Fotos e Vídeos","Ensaio de fotos e vídeos para redes sociais em São Paulo: conteúdo em formato vertical para Instagram, reels e LinkedIn, com várias trocas de look.","Ensaio Fotográfico para Redes Sociais","","text/html; charset=utf-8","831","service","","servico","yes","yes","","114","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,FAQPage,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/fotos-aereas","/fotografo-corporativo/fotos-aereas","200","","https://www.alefotografo.com.br/fotografo-corporativo/fotos-aereas","Fotos e Vídeo Aéreo com Drone em São Paulo Alê Fotógrafo","Fotografia e vídeo aéreo com drone em São Paulo: obras, empreendimentos, plantas industriais e eventos. Piloto habilitado e orçamento em até 1 dia útil.","Fotos Aéreas","","text/html; charset=utf-8","541","service","","servico","yes","yes","","112","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/empreendimentos-imobiliarios","/fotografo-corporativo/empreendimentos-imobiliarios","200","","https://www.alefotografo.com.br/fotografo-corporativo/empreendimentos-imobiliarios","Fotografia de Empreendimentos Imobiliários em SP","Fotografia de empreendimentos imobiliários em São Paulo: fachadas, áreas comuns, decorados e obra. Imagens para lançamentos, portais e material de venda.","Fotografias de Empreendimentos imobiliários","","text/html; charset=utf-8","522","service","","servico","yes","yes","","112","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-festa-de-confraternizacao","/fotografo-corporativo/fotografo-festa-de-confraternizacao","200","","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-festa-de-confraternizacao","Fotógrafo para Festa da Firma em São Paulo Alê Fotógrafo","Fotógrafo para festa de confraternização de empresas em São Paulo: chegada, brindes, premiações e clima da equipe. Prévia das fotos no mesmo dia quando…","Festa da Firma","","text/html; charset=utf-8","530","service","","servico","yes","yes","","114","","schema:,LocalBusiness,ProfessionalService,ImageGallery,Service,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; +55 11 91355-0533; 5511913550533; 11913550533"
